customer_id,booking_id,from_city,from_country,to_city,to_country,booking_time,device_type_used,INR_Amount,service_name,no_of_passengers,days_to_departure,distance_km
customer_297,booking_29,Gurgaon,India,Tiruchi,India,2020-03-10T11:20:58Z,Android,5019.2,YATRA,1.0,2.0,1970.8
customer_9,booking_303,Gurgaon,India,Guwahati,India,2020-03-02T11:44:43Z,IOS,7233.6,YATRA,1.0,11.0,1476.4
customer_144,booking_296,Surat,India,Devanhalli,India,2020-02-09T16:50:05Z,Desktop,8208.8,GOIBIBO,1.0,1.0,1022.5
customer_118,booking_38,Rāja Sānsi,India,Fiumicino,Italy,2018-09-25T16:24:12Z,Desktop,26999.2,YATRA,1.0,3.0,5686.1
customer_235,booking_26,Gurgaon,India,Bhubaneswar,India,2020-03-19T09:15:19Z,Android,6467.2,GOIBIBO,1.0,2.0,1274.7
customer_254,booking_295,Gurgaon,India,Paris,France,2020-01-01T18:46:38Z,Android,25426.4,GOIBIBO,1.0,6.0,6869.5
customer_58,booking_283,Gurgaon,India,Mohali,India,2021-06-01T07:52:49Z,Desktop,3488.8,GOIBIBO,1.0,3.0,248.6
customer_160,booking_313,Mumbai,India,Lucknow,India,2020-01-28T16:47:01Z,Desktop,9441.95,MMT,1.0,3.0,1193.1
customer_130,booking_31,Gurgaon,India,Prague,Czechia,2019-07-08T21:10:44Z,Desktop,32636.8,YATRA,1.0,41.0,5901.3
customer_224,booking_271,Gurgaon,India,Berlin,Germany,2019-08-31T07:30:27Z,Desktop,32960.0,YATRA,1.0,15.0,6008.3
customer_260,booking_149,Gurgaon,India,Paris,France,2022-03-04T11:08:26Z,Android,23720.0,GOIBIBO,1.0,27.0,6583.3
customer_204,booking_255,Gurgaon,India,Amritsar,India,2022-02-03T15:40:46Z,MobileWeb,2538.4,GOIBIBO,1.0,18.0,403.9
customer_294,booking_217,Gurgaon,India,Frankfurt am Main,Germany,2021-09-02T07:56:26Z,Android,78603.85,GOIBIBO,1.0,6.0,6112.5
customer_15,booking_168,Gannavaram,India,Bālāpur,India,2019-12-17T11:14:35Z,Android,2467.2,GOIBIBO,1.0,28.0,261.5
customer_30,booking_62,Mumbai,India,Gurgaon,India,2020-02-22T13:24:21Z,Android,2116.8,GOIBIBO,1.0,49.0,1125.8
customer_124,booking_327,Gurgaon,India,Dubai,United Arab Emirates,2022-06-04T16:38:50Z,IOS,30332.69,GOIBIBO,2.0,9.0,2188.9
customer_46,booking_219,Kochi,India,Frankfurt am Main,Germany,2022-02-21T17:14:02Z,Desktop,26888.0,GOIBIBO,1.0,103.0,7576.1
customer_293,booking_139,Mumbai,India,Gurgaon,India,2021-04-13T18:24:24Z,Desktop,4900.07,MMT,1.0,9.0,1125.5
customer_93,booking_277,Bālāpur,India,Düsseldorf,Germany,2019-12-08T11:22:11Z,IOS,43935.2,YATRA,1.0,112.0,7591.8
customer_264,booking_55,Chennai,India,Paris,France,2019-11-14T22:23:48Z,Desktop,24143.2,GOIBIBO,1.0,6.0,8427.4
customer_96,booking_312,Mumbai,India,Madhyamgram,India,2020-01-16T22:36:23Z,IOS,17225.6,GOIBIBO,2.0,39.0,1666.2
customer_267,booking_240,Gurgaon,India,Roissy-en-France,France,2019-09-07T22:30:03Z,IOS,25140.8,GOIBIBO,1.0,188.0,6854.8
customer_81,booking_32,Gurgaon,India,Frankfurt am Main,Germany,2020-01-29T16:54:24Z,Android,27948.8,YATRA,1.0,64.0,6355.5
customer_186,booking_250,Mumbai,India,Ikeja,Nigeria,2020-02-04T18:43:47Z,IOS,25296.8,GOIBIBO,1.0,8.0,7666.5
customer_221,booking_164,Chennai,India,Frankfurt am Main,Germany,2021-08-22T18:12:36Z,Desktop,54750.4,GOIBIBO,1.0,6.0,7586.2
customer_171,booking_201,Delhi,India,Rome,Italy,2018-11-16T18:50:06Z,MobileWeb,20800.0,YATRA,1.0,15.0,6059.1
customer_20,booking_185,Gurgaon,India,Mérignac,France,2019-12-05T16:52:57Z,Desktop,63586.4,YATRA,1.0,94.0,7163.7
customer_154,booking_147,Hyderābād,India,Dubai,United Arab Emirates,2018-09-11T14:03:16Z,Desktop,39829.6,YATRA,1.0,1.0,2555.1
customer_187,booking_318,Delhi,India,Lucknow,India,2022-05-07T01:58:03Z,MobileWeb,5585.6,GOIBIBO,1.0,19.0,415.7
customer_100,booking_300,Hyderabad,India,London,United Kingdom,2022-02-16T19:28:13Z,IOS,44749.6,GOIBIBO,1.0,26.0,7721.7
customer_249,booking_268,Gurgaon,India,Bagdogra,India,2020-01-02T03:29:17Z,IOS,4360.0,GOIBIBO,1.0,36.0,1129.4
customer_265,booking_124,Gurgaon,India,Roissy-en-France,France,2019-12-23T08:27:51Z,Android,24072.0,GOIBIBO,1.0,7.0,6854.8
customer_115,booking_323,Devanhalli,India,Amsterdam,Netherlands,2020-01-24T10:41:41Z,Android,31137.08,GOIBIBO,1.0,6.0,8077.8
customer_6,booking_4,Chicalim,India,Mumbai,India,2020-01-15T20:52:32Z,MobileWeb,9313.6,MMT,4.0,59.0,420.7
customer_159,booking_287,Gurgaon,India,Reggio Calabria,Italy,2019-11-09T13:52:31Z,Android,31216.8,YATRA,1.0,23.0,5804.1
customer_104,booking_224,Hyderabad,India,Madrid,Spain,2020-02-13T13:16:21Z,Android,26200.0,YATRA,1.0,14.0,8400.3
customer_246,booking_263,Gurgaon,India,Roissy-en-France,France,2021-11-28T12:49:57Z,IOS,43783.2,GOIBIBO,1.0,4.0,6564.2
customer_65,booking_20,Gurgaon,India,Rāja Sānsi,India,2020-01-31T23:33:13Z,Android,3974.4,GOIBIBO,1.0,3.0,421.0
customer_175,booking_85,Devanhalli,India,Frankfurt am Main,Germany,2021-03-31T15:01:05Z,IOS,15365.6,GOIBIBO,1.0,25.0,7391.4
customer_34,booking_35,Gurgaon,India,Frankfurt am Main,Germany,2020-09-24T06:59:37Z,IOS,26236.0,YATRA,1.0,16.0,6114.5
customer_232,booking_317,Delhi,India,Naples,Italy,2018-10-20T16:50:07Z,Desktop,24308.0,YATRA,1.0,6.0,5911.6
customer_255,booking_291,Gurgaon,India,Bagdogra,India,2020-10-20T13:03:14Z,Android,3804.8,MMT,1.0,1.0,1128.9
customer_230,booking_322,Gurgaon,India,Hamburg,Germany,2020-01-27T18:42:32Z,IOS,63316.8,YATRA,2.0,39.0,6277.5
customer_278,booking_227,Mumbai,India,Frankfurt am Main,Germany,2020-03-18T17:02:21Z,IOS,22200.8,GOIBIBO,1.0,5.0,6815.2
customer_77,booking_107,Varanasi,India,Pune,India,2021-06-26T22:24:21Z,Desktop,10816.87,GOIBIBO,1.0,8.0,1208.9
customer_94,booking_316,Devanhalli,India,Gurgaon,India,2020-02-25T07:32:40Z,IOS,7068.0,GOIBIBO,1.0,12.0,1694.7
customer_0,booking_125,Patna,India,Gurgaon,India,2020-01-28T10:03:24Z,IOS,6780.83,GOIBIBO,1.0,1.0,862.3
customer_296,booking_59,Rāja Sānsi,India,Fiumicino,Italy,2018-10-04T15:14:21Z,Desktop,48886.4,YATRA,2.0,17.0,5686.1
customer_38,booking_183,Bangalore,India,Roissy-en-France,France,2019-11-12T22:45:37Z,Desktop,48828.8,YATRA,1.0,35.0,8201.9
customer_143,booking_117,Thiruvananthapuram,India,Berlin,Germany,2019-11-20T16:54:39Z,Desktop,42593.6,GOIBIBO,1.0,17.0,7811.0
customer_60,booking_39,Gurgaon,India,Venice,Italy,2019-12-17T11:22:47Z,IOS,23339.2,YATRA,1.0,36.0,6051.5
customer_258,booking_152,Pune,India,Varanasi,India,2020-12-23T21:02:59Z,Desktop,12213.36,MMT,2.0,4.0,1208.9
customer_16,booking_108,Delhi,India,Devanhalli,India,2020-01-30T12:08:07Z,MobileWeb,6384.3,MMT,1.0,9.0,1715.5
customer_237,booking_140,Kochi,India,London,United Kingdom,2021-11-27T16:27:31Z,IOS,62807.81,GOIBIBO,1.0,20.0,8203.4
customer_137,booking_190,Gurgaon,India,Rāja Sānsi,India,2020-01-26T13:38:44Z,IOS,12094.4,GOIBIBO,1.0,1.0,421.0
customer_195,booking_104,Delhi,India,Calgary,Canada,2018-10-04T15:09:59Z,Desktop,51683.2,YATRA,1.0,1.0,16520.3
customer_74,booking_64,Delhi,India,Bālāpur,India,2021-10-20T22:37:14Z,MobileWeb,3440.8,GOIBIBO,1.0,43.0,1275.5
customer_41,booking_153,Jaipur,India,Gurgaon,India,2021-02-23T19:36:09Z,Desktop,3739.36,GOIBIBO,1.0,5.0,210.3
customer_164,booking_229,Chennai,India,Fiumicino,Italy,2019-07-29T11:23:06Z,Android,29360.0,GOIBIBO,1.0,44.0,7434.9
customer_148,booking_111,Rāja Sānsi,India,Fiumicino,Italy,2018-10-06T12:29:44Z,Desktop,25147.2,YATRA,1.0,1.0,5686.1
customer_75,booking_67,Gurgaon,India,Chicalim,India,2022-05-12T13:08:26Z,IOS,18184.0,GOIBIBO,2.0,29.0,1503.1
customer_185,booking_200,Gurgaon,India,Munich,Germany,2019-10-17T21:18:47Z,Android,21353.07,YATRA,1.0,5.0,6116.3
customer_48,booking_36,Delhi,India,Amsterdam,Netherlands,2019-01-03T18:15:21Z,Desktop,78688.0,YATRA,2.0,111.0,6659.8
customer_246,booking_177,Gurgaon,India,Lisbon,Portugal,2021-07-24T18:33:59Z,IOS,84777.6,GOIBIBO,2.0,2.0,7767.7
customer_176,booking_297,Gurgaon,India,Barelā,India,2021-12-16T21:22:43Z,IOS,11001.6,GOIBIBO,2.0,11.0,666.7
customer_286,booking_306,Mumbai,India,Gurgaon,India,2021-01-29T20:15:25Z,Desktop,4386.67,MMT,1.0,12.0,1125.5
customer_200,booking_113,Delhi,India,Varanasi,India,2020-11-08T20:58:25Z,Desktop,2837.6,YATRA,1.0,9.0,682.4
customer_76,booking_65,New Delhi,India,Milan,Italy,2018-09-21T16:29:59Z,Tablet,21549.6,YATRA,1.0,29.0,6321.1
customer_83,booking_228,Rāja Sānsi,India,Gurgaon,India,2022-02-14T16:28:39Z,IOS,5455.2,GOIBIBO,1.0,8.0,414.6
customer_225,booking_15,Gurgaon,India,Dorāha,India,2020-01-06T21:13:22Z,IOS,1588.0,GOIBIBO,1.0,3.0,277.7
customer_113,booking_127,Gurgaon,India,Chandigarh,India,2021-03-30T17:44:53Z,Desktop,3160.0,GOIBIBO,1.0,25.0,254.1
customer_135,booking_13,Madhyamgram,India,Aizawl,India,2021-12-09T20:25:14Z,Desktop,4627.2,GOIBIBO,1.0,7.0,460.4
customer_85,booking_102,Gurgaon,India,Doiwāla,India,2021-10-28T11:55:27Z,IOS,3936.0,GOIBIBO,1.0,5.0,206.8
customer_199,booking_44,Gurgaon,India,Malé,Maldives,2020-11-03T11:40:07Z,Desktop,9891.67,MMT,1.0,1.0,2725.9
customer_50,booking_28,Ahmedabad,India,Gurgaon,India,2020-02-05T16:08:14Z,Desktop,2980.21,MMT,1.0,8.0,747.8
customer_223,booking_270,Delhi,India,Brussels,Belgium,2020-03-16T08:28:29Z,MobileWeb,30883.72,GOIBIBO,1.0,1.0,6701.5
customer_220,booking_178,Delhi,India,Lucknow,India,2020-10-02T10:30:58Z,IOS,6702.4,YATRA,2.0,3.0,415.7
customer_63,booking_1,Mumbai,India,Frankfurt am Main,Germany,2019-09-05T09:08:02Z,Android,42958.4,GOIBIBO,1.0,1.0,6815.2
customer_36,booking_52,Rāja Sānsi,India,Fiumicino,Italy,2018-11-09T12:05:58Z,Desktop,74047.2,YATRA,3.0,9.0,5686.1
customer_57,booking_84,Gurgaon,India,Fiumicino,Italy,2018-10-09T20:39:45Z,Desktop,22256.2,YATRA,1.0,3.0,6076.8
customer_162,booking_279,Gurgaon,India,Frankfurt am Main,Germany,2019-09-01T21:20:47Z,Desktop,127120.0,GOIBIBO,2.0,68.0,6355.5
customer_120,booking_151,Delhi,India,Jammu,India,2020-02-03T13:56:36Z,Desktop,4604.8,MMT,1.0,1.0,506.9
